data;h.7;h.8;h.9;h.10;h.11;h.12;h.13;h.14;h.15;h.16;h.17;h.18;h.19
2019-01-01;-1.8000000000000043;-4.199999999999996;8.399999999999999;3.6000000000000014;-12.600000000000001;6.0;-1.7999999999999972;-4.200000000000003;11.399999999999999;-1.1999999999999957;-9.600000000000001;3.0;1.1999999999999957
2019-01-02;-1.7999999999999972;1.7999999999999972;13.800000000000004;-6.600000000000001;-5.399999999999999;6.599999999999994;-6.0;13.200000000000003;-7.799999999999997;-3.6000000000000014;13.199999999999996;-13.199999999999996;0.6000000000000014
2019-01-03;7.800000000000004;0.0;5.399999999999999;-9.600000000000001;-1.7999999999999972;7.799999999999997;-2.3999999999999986;-4.799999999999997;6.0;0.5999999999999943;-9.0;3.0;-1.7999999999999972
2019-01-04;1.8000000000000043;0.0;10.199999999999996;0.0;-10.199999999999996;5.399999999999999;-5.399999999999999;1.1999999999999957;7.200000000000003;-4.200000000000003;-3.0;1.2000000000000028;4.799999999999997
2019-01-05;8.399999999999999;-7.199999999999996;0.6000000000000014;3.5999999999999943;-4.799999999999997;9.600000000000001;-6.600000000000001;-3.6000000000000014;1.8000000000000043;3.5999999999999943;0.0;-1.1999999999999957;-3.0
2019-01-06;-3.0;2.4000000000000057;-6.600000000000001;1.1999999999999957;-1.7999999999999972;0.6000000000000014;-0.6000000000000014;4.200000000000003;13.200000000000003;-6.000000000000007;-6.0;-2.3999999999999986;7.200000000000003
2019-01-07;-1.7999999999999972;-3.0;9.599999999999994;21.0;1.2000000000000028;-4.799999999999997;9.599999999999994;-11.399999999999991;13.799999999999997;-12.600000000000009;-1.7999999999999972;6.0;-12.0
2019-01-08;1.7999999999999972;10.799999999999997;0.5999999999999943;5.400000000000006;3.0;8.400000000000006;-13.800000000000011;9.600000000000009;-9.600000000000009;9.600000000000009;-16.200000000000003;3.5999999999999943;-11.399999999999991
2019-01-09;0.6000000000000014;15.0;-1.7999999999999972;15.0;-10.200000000000003;11.399999999999991;-13.199999999999989;13.199999999999989;-7.799999999999997;6.6000000000000085;-14.400000000000006;-0.5999999999999943;-5.400000000000006
2019-01-10;10.800000000000004;-3.0;9.0;7.799999999999997;-11.400000000000006;12.0;0.0;-12.599999999999994;10.200000000000003;-4.799999999999997;-5.400000000000006;7.200000000000003;-15.0
2019-01-11;10.800000000000004;-4.200000000000003;6.0;3.0;8.400000000000006;-7.800000000000011;9.600000000000009;-14.400000000000006;9.600000000000009;-7.800000000000011;-2.3999999999999915;5.3999999999999915;-10.199999999999989
2019-01-12;-2.3999999999999986;0.6000000000000014;6.599999999999994;-1.1999999999999886;-6.6000000000000085;3.0;10.200000000000003;-12.600000000000001;8.399999999999999;-3.5999999999999943;-4.800000000000004;5.399999999999999;-5.399999999999999
2019-01-13;7.800000000000004;-6.6000000000000085;2.4000000000000057;4.799999999999997;-6.0;14.400000000000006;-15.600000000000009;9.600000000000009;-8.400000000000006;1.7999999999999972;9.0;-8.399999999999991;-3.6000000000000085
2019-01-14;-8.399999999999991;6.0;-1.2000000000000028;16.799999999999997;-10.200000000000003;12.600000000000009;-1.7999999999999972;-10.200000000000003;13.200000000000003;-2.4000000000000057;-3.5999999999999943;-9.600000000000009;-7.799999999999997
2019-01-15;-4.200000000000003;-0.5999999999999943;16.799999999999997;-10.200000000000003;9.0;-2.3999999999999915;4.799999999999997;-5.400000000000006;12.600000000000009;-6.0;4.199999999999989;-6.599999999999994;-4.799999999999997
2019-01-16;3.0;18.0;3.5999999999999943;-2.3999999999999915;10.799999999999997;-10.799999999999997;-4.200000000000003;-3.6000000000000085;10.800000000000011;-8.400000000000006;6.599999999999994;-7.799999999999997;-11.399999999999991
2019-01-17;-8.400000000000006;9.0;4.799999999999997;-4.200000000000003;1.8000000000000114;6.599999999999994;-0.5999999999999943;-1.2000000000000028;-4.200000000000003;7.200000000000003;-5.400000000000006;-5.3999999999999915;-2.4000000000000057
2019-01-18;6.599999999999994;1.8000000000000114;4.199999999999989;13.800000000000011;-13.200000000000003;0.0;1.2000000000000028;-1.8000000000000114;9.600000000000009;-9.0;-3.6000000000000085;-0.5999999999999943;-3.0
2019-01-19;-3.0;-1.7999999999999972;-2.3999999999999915;-2.4000000000000057;3.0;7.799999999999997;-7.799999999999997;-1.7999999999999972;-0.6000000000000014;-0.6000000000000014;6.599999999999994;-1.1999999999999886;-2.4000000000000057
2019-01-20;0.0;-1.7999999999999972;-2.4000000000000057;8.400000000000006;-11.400000000000006;6.0;-4.200000000000003;10.799999999999997;-12.599999999999994;4.799999999999997;6.6000000000000085;-1.8000000000000114;-4.199999999999989
2019-01-21;9.599999999999994;-3.5999999999999943;6.0;0.0;7.200000000000003;-7.800000000000011;9.600000000000009;1.2000000000000028;3.0;-9.0;1.1999999999999886;1.2000000000000028;-13.799999999999997
2019-01-22;-0.6000000000000085;9.0;3.6000000000000085;7.199999999999989;-1.7999999999999972;0.0;-2.3999999999999915;0.0;9.599999999999994;-6.599999999999994;0.5999999999999943;-0.5999999999999943;-13.200000000000003
2019-01-23;13.200000000000003;-5.400000000000006;9.599999999999994;0.0;7.200000000000003;4.799999999999997;-4.799999999999997;-6.0;-1.2000000000000028;9.600000000000009;-1.2000000000000028;-18.0;1.2000000000000028
2019-01-24;3.0;2.4000000000000057;3.5999999999999943;-3.5999999999999943;1.7999999999999972;6.0;-0.6000000000000085;-3.5999999999999943;-1.2000000000000028;5.400000000000006;2.3999999999999915;-4.799999999999997;-13.799999999999997
