data;tmedia;umidita
2018-05-27;24.0;65.0
2018-05-28;22.0;72.0
2018-05-29;22.0;75.0
2018-05-30;23.0;75.0
2018-05-31;22.0;74.0
2018-06-01;7.0;99.0
2018-06-02;4.0;91.0
2018-06-03;6.0;95.0
2018-06-04;14.0;72.0
2018-06-05;20.0;75.0
2018-06-06;23.0;62.0
2018-06-07;24.0;68.0
2018-06-08;29.0;65.0
2018-06-09;22.0;72.0
2018-06-10;17.0;77.0
2018-06-11;16.0;90.0
2018-06-12;7.0;94.0
2018-06-13;21.0;78.0
2018-06-14;22.0;68.0
2018-06-15;23.0;61.0
2018-06-16;24.0;52.0
2018-06-17;25.0;55.0
2018-06-18;25.0;57.0
2018-06-19;26.0;56.0
2018-06-20;27.0;53.0
2018-06-21;26.0;62.0
2018-06-22;26.0;60.0
2018-06-23;24.0;46.0
2018-06-24;22.0;48.0
2018-06-25;22.0;58.0
2018-06-26;23.0;48.0
2018-06-27;24.0;50.0
2018-06-28;24.0;45.0
2018-06-29;28.0;38.0
2018-06-30;27.0;48.0
2018-07-01;8.0;99.0
2018-07-02;5.0;86.0
2018-07-03;6.0;94.0
2018-07-04;15.0;67.0
2018-07-05;20.0;66.0
2018-07-06;23.0;61.0
2018-07-07;26.0;64.0
2018-07-08;28.0;56.0
2018-07-09;21.0;78.0
2018-07-10;16.0;82.0
2018-07-11;15.0;90.0
2018-07-12;5.0;100.0
2018-07-13;26.0;67.0
2018-07-14;27.0;65.0
2018-07-15;26.0;69.0
2018-07-16;23.0;74.0
2018-07-17;26.0;63.0
2018-07-18;28.0;51.0
2018-07-19;27.0;51.0
2018-07-20;27.0;65.0
2018-07-21;21.0;83.0
2018-07-22;24.0;71.0
2018-07-23;25.0;67.0
2018-07-24;27.0;61.0
2018-07-25;27.0;60.0
2018-07-26;27.0;68.0
2018-07-27;26.0;70.0
2018-07-28;26.0;70.0
2018-07-29;26.0;67.0
2018-07-30;28.0;66.0
2018-07-31;29.0;66.0
2018-08-01;11.0;93.0
2018-08-02;6.0;85.0
2018-08-03;8.0;73.0
2018-08-04;15.0;60.0
2018-08-05;20.0;67.0
2018-08-06;21.0;76.0
2018-08-07;25.0;62.0
2018-08-08;28.0;64.0
2018-08-09;23.0;73.0
2018-08-10;18.0;75.0
2018-08-11;14.0;92.0
2018-08-12;10.0;62.0
2018-08-13;24.0;77.0
2018-08-14;23.0;73.0
2018-08-15;24.0;68.0
2018-08-16;25.0;61.0
2018-08-17;25.0;62.0
2018-08-18;26.0;64.0
2018-08-19;26.0;63.0
2018-08-20;29.0;52.0
2018-08-21;26.0;61.0
2018-08-22;27.0;61.0
2018-08-23;27.0;59.0
2018-08-24;26.0;61.0
2018-08-25;20.0;89.0
2018-08-26;20.0;72.0
2018-08-27;20.0;59.0
2018-08-28;22.0;68.0
2018-08-29;23.0;61.0
2018-08-30;25.0;64.0
2018-08-31;21.0;75.0
2018-09-01;11.0;89.0
2018-09-02;7.0;80.0
2018-09-03;10.0;66.0
2018-09-04;13.0;79.0
2018-09-05;18.0;78.0
2018-09-06;23.0;67.0
2018-09-07;26.0;53.0
2018-09-08;26.0;69.0
2018-09-09;23.0;71.0
2018-09-10;18.0;78.0
2018-09-11;14.0;93.0
2018-09-12;7.0;75.0
2018-09-13;24.0;70.0
2018-09-14;24.0;73.0
2018-09-15;23.0;75.0
2018-09-16;24.0;72.0
2018-09-17;22.0;76.0
2018-09-18;23.0;76.0
2018-09-19;22.0;78.0
2018-09-20;23.0;73.0
2018-09-21;24.0;68.0
2018-09-22;25.0;66.0
2018-09-23;23.0;67.0
2018-09-24;24.0;50.0
2018-09-25;18.0;46.0
2018-09-26;15.0;51.0
2018-09-27;15.0;66.0
2018-09-28;17.0;67.0
2018-09-29;19.0;55.0
2018-09-30;18.0;55.0
2018-10-01;8.0;91.0
2018-10-02;6.0;80.0
2018-10-03;9.0;93.0
2018-10-04;11.0;92.0
2018-10-05;20.0;69.0
2018-10-06;26.0;60.0
2018-10-07;26.0;55.0
2018-10-08;26.0;67.0
2018-10-09;24.0;73.0
2018-10-10;19.0;73.0
2018-10-11;13.0;95.0
2018-10-12;7.0;58.0
2018-10-13;16.0;88.0
2018-10-14;16.0;78.0
2018-10-15;17.0;75.0
2018-10-16;18.0;71.0
2018-10-17;18.0;75.0
2018-10-18;17.0;77.0
2018-10-19;17.0;79.0
2018-10-20;17.0;79.0
2018-10-21;15.0;79.0
2018-10-22;13.0;61.0
2018-10-23;12.0;71.0
2018-10-24;21.0;43.0
2018-10-25;17.0;71.0
2018-10-26;16.0;86.0
2018-10-27;15.0;94.0
2018-10-28;16.0;94.0
2018-10-29;15.0;90.0
2018-10-30;14.0;65.0
2018-10-31;13.0;79.0
2018-11-01;7.0;94.0
2018-11-02;5.0;82.0
2018-11-03;9.0;99.0
2018-11-04;11.0;89.0
2018-11-05;20.0;72.0
2018-11-06;25.0;67.0
2018-11-07;23.0;76.0
2018-11-08;27.0;64.0
2018-11-09;24.0;72.0
2018-11-10;17.0;79.0
2018-11-11;13.0;95.0
2018-11-12;7.0;56.0
2018-11-13;14.0;93.0
2018-11-14;14.0;94.0
2018-11-15;13.0;93.0
2018-11-16;11.0;73.0
2018-11-17;9.0;67.0
2018-11-18;6.0;63.0
2018-11-19;5.0;72.0
2018-11-20;5.0;91.0
2018-11-21;4.0;95.0
2018-11-22;9.0;90.0
2018-11-23;9.0;96.0
2018-11-24;9.0;95.0
2018-11-25;9.0;91.0
2018-11-26;10.0;87.0
2018-11-27;9.0;85.0
2018-11-28;6.0;81.0
2018-11-29;5.0;85.0
2018-11-30;3.0;92.0
2018-12-01;7.0;83.0
2018-12-02;5.0;76.0
2018-12-03;9.0;88.0
2018-12-04;11.0;88.0
2018-12-05;20.0;75.0
2018-12-06;24.0;70.0
2018-12-07;24.0;74.0
2018-12-08;25.0;71.0
2018-12-09;24.0;73.0
2018-12-10;19.0;81.0
2018-12-11;14.0;96.0
2018-12-12;1.0;82.0
2018-12-13;2.0;72.0
2018-12-14;0.0;89.0
2018-12-15;-2.0;92.0
2018-12-16;1.0;87.0
2018-12-17;3.0;88.0
2018-12-18;0.0;100.0
2018-12-19;2.0;97.0
2018-12-20;3.0;93.0
2018-12-21;2.0;94.0
2018-12-22;5.0;90.0
2018-12-23;3.0;100.0
2018-12-24;5.0;90.0
2018-12-25;2.0;92.0
2018-12-26;1.0;100.0
2018-12-27;2.0;97.0
2018-12-28;3.0;91.0
2018-12-29;4.0;87.0
2018-12-30;5.0;76.0
2018-12-31;4.0;79.0
