data;h.7;h.8;h.9;h.10;h.11;h.12;h.13;h.14;h.15;h.16;h.17;h.18;h.19
2018-01-01;-7.200000000000003;0.0;3.5999999999999943;-2.3999999999999915;-1.2000000000000028;0.6000000000000014;0.0;2.999999999999993;-0.5999999999999943;-3.0;0.0;0.6000000000000014;5.399999999999999
2018-01-02;-0.6000000000000014;1.2000000000000028;7.200000000000003;-2.4000000000000057;3.5999999999999943;0.6000000000000085;0.0;0.0;-2.4000000000000057;4.799999999999997;-4.799999999999997;1.2000000000000028;1.7999999999999972
2018-01-03;6.0;-5.400000000000006;0.5999999999999943;0.0;3.6000000000000085;-4.200000000000003;-7.200000000000003;-1.2000000000000028;1.8000000000000114;-1.8000000000000114;1.2000000000000028;-1.2000000000000028;-0.5999999999999943
2018-01-04;-3.5999999999999943;5.3999999999999915;-6.0;4.200000000000003;1.2000000000000028;-4.799999999999997;-3.6000000000000085;-3.0;7.800000000000011;0.5999999999999943;-2.4000000000000057;-0.5999999999999943;-2.4000000000000057
2018-01-05;-3.5999999999999943;3.5999999999999943;4.200000000000003;0.5999999999999943;0.0;-3.0;-4.199999999999989;-1.2000000000000028;-1.2000000000000028;-1.2000000000000028;1.7999999999999972;0.0;-0.5999999999999943
2018-01-06;-3.6000000000000085;-1.1999999999999886;0.0;6.599999999999994;-4.799999999999997;-8.400000000000006;-2.3999999999999915;3.0;-1.2000000000000028;-4.200000000000003;-0.6000000000000014;0.6000000000000014;0.6000000000000014
2018-01-07;3.0;-2.4000000000000057;0.5999999999999943;2.4000000000000057;6.599999999999994;-11.399999999999991;-5.400000000000006;0.6000000000000085;3.5999999999999943;-6.599999999999994;0.5999999999999943;3.0;-3.5999999999999943
2018-01-08;-1.2000000000000028;6.599999999999994;8.400000000000006;8.399999999999991;1.8000000000000114;4.199999999999989;-4.799999999999997;-0.5999999999999943;-1.7999999999999972;1.7999999999999972;4.799999999999997;-8.400000000000006;-6.0
2018-01-09;-1.2000000000000028;6.599999999999994;1.2000000000000028;15.599999999999994;2.4000000000000057;1.7999999999999972;4.200000000000003;-4.799999999999997;-3.6000000000000085;-5.3999999999999915;-4.799999999999997;-1.8000000000000114;-4.799999999999997
2018-01-10;-3.0;5.400000000000006;13.799999999999997;-1.7999999999999972;0.5999999999999943;-2.3999999999999915;-3.6000000000000085;6.6000000000000085;-4.799999999999997;-7.200000000000003;0.0;-1.7999999999999972;-3.6000000000000085
2018-01-11;-2.3999999999999915;1.2000000000000028;7.199999999999989;11.400000000000006;-3.5999999999999943;3.0;-6.0;-1.2000000000000028;2.3999999999999915;-0.5999999999999943;1.2000000000000028;-1.2000000000000028;-7.799999999999997
2018-01-12;1.2000000000000028;2.3999999999999915;9.0;-8.399999999999991;6.599999999999994;-0.5999999999999943;-3.6000000000000085;-1.1999999999999886;0.0;4.799999999999997;-9.0;-5.400000000000006;-4.799999999999997
2018-01-13;16.200000000000003;-3.0;-0.6000000000000085;3.0;-5.3999999999999915;2.3999999999999915;-1.7999999999999972;1.7999999999999972;-4.799999999999997;1.2000000000000028;4.799999999999997;-4.799999999999997;0.0
2018-01-14;8.400000000000006;1.1999999999999886;-4.199999999999989;-0.6000000000000085;3.6000000000000085;-1.2000000000000028;-2.4000000000000057;0.6000000000000085;-4.800000000000011;-2.3999999999999915;0.0;4.799999999999997;-5.400000000000006
2018-01-15;0.0;13.200000000000003;5.400000000000006;-4.200000000000003;5.400000000000006;-1.8000000000000114;4.200000000000003;0.0;0.0;-7.200000000000003;-2.3999999999999915;-3.0;6.0
2018-01-16;-4.799999999999997;5.400000000000006;2.3999999999999915;13.799999999999997;-2.3999999999999915;-5.400000000000006;-0.5999999999999943;-2.4000000000000057;1.7999999999999972;-1.1999999999999886;-3.0;-1.8000000000000114;-3.0
