data;consumo_giorno;consumo_orario;consumo_orario_diff;consumo_ora_giorno;consumo_cumulato;tmedia;umidita
2018-01-14;987.6000000000001;[80.4, 81.6, 77.4, 76.8, 80.4, 79.2, 76.8, 77.4, 72.6, 70.2, 70.2, 75.0, 69.6];[8.400000000000006, 1.1999999999999886, -4.199999999999989, -0.6000000000000085, 3.6000000000000085, -1.2000000000000028, -2.4000000000000057, 0.6000000000000085, -4.800000000000011, -2.3999999999999915, 0.0, 4.799999999999997, -5.400000000000006];[0.08140947752126367, 0.08262454434993922, 0.07837181044957472, 0.07776427703523693, 0.08140947752126367, 0.08019441069258808, 0.07776427703523693, 0.07837181044957472, 0.0735115431348724, 0.07108140947752126, 0.07108140947752126, 0.07594167679222356, 0.07047387606318346];[0.08140947752126367, 0.1640340218712029, 0.24240583232077761, 0.32017010935601453, 0.40157958687727824, 0.4817739975698663, 0.5595382746051032, 0.6379100850546779, 0.7114216281895503, 0.7825030376670716, 0.8535844471445929, 0.9295261239368166, 1.0];3.0;93.0
2018-01-15;1147.2;[72.6, 85.8, 91.2, 87.0, 92.4, 90.6, 94.8, 94.8, 94.8, 87.6, 85.2, 82.2, 88.2];[0.0, 13.200000000000003, 5.400000000000006, -4.200000000000003, 5.400000000000006, -1.8000000000000114, 4.200000000000003, 0.0, 0.0, -7.200000000000003, -2.3999999999999915, -3.0, 6.0];[0.06328451882845187, 0.07479079497907949, 0.0794979079497908, 0.075836820083682, 0.08054393305439331, 0.07897489539748953, 0.08263598326359832, 0.08263598326359832, 0.08263598326359832, 0.07635983263598325, 0.07426778242677824, 0.07165271966527197, 0.07688284518828452];[0.06328451882845187, 0.13807531380753135, 0.21757322175732213, 0.29341004184100417, 0.3739539748953975, 0.45292887029288703, 0.5355648535564853, 0.6182008368200836, 0.7008368200836819, 0.7771966527196652, 0.8514644351464434, 0.9231171548117154, 1.0];3.0;98.0
2018-01-16;1148.3999999999999;[78.0, 83.4, 85.8, 99.6, 97.2, 91.8, 91.2, 88.8, 90.6, 89.4, 86.4, 84.6, 81.6];[-4.799999999999997, 5.400000000000006, 2.3999999999999915, 13.799999999999997, -2.3999999999999915, -5.400000000000006, -0.5999999999999943, -2.4000000000000057, 1.7999999999999972, -1.1999999999999886, -3.0, -1.8000000000000114, -3.0];[0.06792058516196448, 0.07262277951933126, 0.07471264367816093, 0.08672936259143156, 0.08463949843260189, 0.07993730407523511, 0.07941483803552771, 0.07732497387669802, 0.07889237199582028, 0.07784743991640544, 0.07523510971786836, 0.07366771159874609, 0.07105538140020899];[0.06792058516196448, 0.14054336468129575, 0.21525600835945666, 0.3019853709508882, 0.38662486938349006, 0.4665621734587252, 0.5459770114942529, 0.6233019853709509, 0.7021943573667713, 0.7800417972831767, 0.855276907001045, 0.928944618599791, 1.0];4.0;96.0
2018-01-17;1191.6;[77.4, 84.6, 90.6, 96.0, 100.8, 100.2, 93.0, 94.8, 94.8, 95.4, 93.6, 86.4, 84.0];[-4.799999999999997, 7.199999999999989, 6.0, 5.400000000000006, 4.799999999999997, -0.5999999999999943, -7.200000000000003, 1.7999999999999972, 0.0, 0.6000000000000085, -1.8000000000000114, -7.199999999999989, -2.4000000000000057];[0.06495468277945621, 0.07099697885196375, 0.07603222557905337, 0.08056394763343404, 0.08459214501510574, 0.08408862034239678, 0.07804632426988924, 0.07955689828801611, 0.07955689828801611, 0.08006042296072509, 0.07854984894259819, 0.07250755287009064, 0.07049345417925479];[0.06495468277945621, 0.13595166163141995, 0.21198388721047332, 0.2925478348439074, 0.37713997985901315, 0.46122860020140993, 0.5392749244712991, 0.6188318227593153, 0.6983887210473313, 0.7784491440080564, 0.8569989929506546, 0.9295065458207452, 1.0];5.0;74.0
2018-01-18;1189.1999999999998;[82.2, 86.4, 92.4, 95.4, 97.2, 99.0, 93.0, 94.8, 92.4, 93.6, 95.4, 84.6, 82.8];[1.7999999999999972, 4.200000000000003, 6.0, 3.0, 1.7999999999999972, 1.7999999999999972, -6.0, 1.7999999999999972, -2.3999999999999915, 1.1999999999999886, 1.8000000000000114, -10.800000000000011, -1.7999999999999972];[0.0691220988900101, 0.07265388496468216, 0.07769929364278508, 0.08022199798183655, 0.08173562058526743, 0.0832492431886983, 0.07820383451059537, 0.07971745711402625, 0.07769929364278508, 0.07870837537840567, 0.08022199798183655, 0.07114026236125126, 0.0696266397578204];[0.0691220988900101, 0.14177598385469228, 0.21947527749747733, 0.29969727547931385, 0.38143289606458125, 0.4646821392532795, 0.5428859737638749, 0.622603430877901, 0.7003027245206862, 0.7790110998990918, 0.8592330978809284, 0.9303733602421796, 1.0];6.0;57.0
2018-01-19;1209.0;[81.6, 90.0, 95.4, 96.6, 97.8, 101.4, 95.4, 96.0, 94.2, 93.6, 90.0, 89.4, 87.6];[-1.8000000000000114, 8.400000000000006, 5.400000000000006, 1.1999999999999886, 1.2000000000000028, 3.6000000000000085, -6.0, 0.5999999999999943, -1.7999999999999972, -0.6000000000000085, -3.5999999999999943, -0.5999999999999943, -1.8000000000000114];[0.06749379652605458, 0.07444168734491315, 0.07890818858560794, 0.07990074441687345, 0.08089330024813896, 0.08387096774193549, 0.07890818858560794, 0.0794044665012407, 0.07791563275434243, 0.07741935483870967, 0.07444168734491315, 0.0739454094292804, 0.07245657568238213];[0.06749379652605458, 0.14193548387096774, 0.22084367245657568, 0.30074441687344916, 0.3816377171215881, 0.46550868486352365, 0.5444168734491316, 0.6238213399503723, 0.7017369727047147, 0.7791563275434245, 0.8535980148883374, 0.9275434243176179, 1.0];6.0;69.0
2018-01-20;1024.8000000000002;[78.6, 79.2, 81.0, 78.0, 79.2, 81.0, 79.2, 80.4, 78.6, 78.6, 76.2, 76.8, 78.0];[7.199999999999989, 0.6000000000000085, 1.7999999999999972, -3.0, 1.2000000000000028, 1.7999999999999972, -1.7999999999999972, 1.2000000000000028, -1.8000000000000114, 0.0, -2.3999999999999915, 0.5999999999999943, 1.2000000000000028];[0.07669789227166274, 0.07728337236533957, 0.07903981264637001, 0.07611241217798594, 0.07728337236533957, 0.07903981264637001, 0.07728337236533957, 0.0784543325526932, 0.07669789227166274, 0.07669789227166274, 0.07435597189695549, 0.0749414519906323, 0.07611241217798594];[0.07669789227166274, 0.15398126463700232, 0.23302107728337235, 0.30913348946135827, 0.3864168618266978, 0.4654566744730678, 0.5427400468384075, 0.6211943793911006, 0.6978922716627634, 0.7745901639344261, 0.8489461358313817, 0.923887587822014, 1.0];4.0;83.0
2018-01-21;1030.8000000000002;[78.0, 77.4, 79.2, 78.6, 76.8, 79.8, 79.2, 81.6, 81.6, 79.2, 82.2, 78.6, 78.6];[3.5999999999999943, -0.5999999999999943, 1.7999999999999972, -0.6000000000000085, -1.7999999999999972, 3.0, -0.5999999999999943, 2.3999999999999915, 0.0, -2.3999999999999915, 3.0, -3.6000000000000085, 0.0];[0.07566938300349242, 0.07508731082654248, 0.07683352735739231, 0.07625145518044235, 0.07450523864959253, 0.07741559953434224, 0.07683352735739231, 0.07916181606519207, 0.07916181606519207, 0.07683352735739231, 0.07974388824214201, 0.07625145518044235, 0.07625145518044235];[0.07566938300349242, 0.1507566938300349, 0.22759022118742722, 0.30384167636786963, 0.37834691501746215, 0.4557625145518044, 0.5325960419091967, 0.6117578579743889, 0.690919674039581, 0.7677532013969733, 0.8474970896391153, 0.9237485448195577, 1.0];7.0;60.0
2018-01-22;1216.8;[80.4, 81.6, 89.4, 93.6, 99.0, 97.2, 99.0, 99.0, 96.6, 98.4, 94.8, 96.0, 91.8];[1.8000000000000114, 1.1999999999999886, 7.800000000000011, 4.199999999999989, 5.400000000000006, -1.7999999999999972, 1.7999999999999972, 0.0, -2.4000000000000057, 1.8000000000000114, -3.6000000000000085, 1.2000000000000028, -4.200000000000003];[0.06607495069033531, 0.0670611439842209, 0.07347140039447732, 0.07692307692307693, 0.08136094674556213, 0.07988165680473373, 0.08136094674556213, 0.08136094674556213, 0.07938856015779093, 0.08086785009861934, 0.07790927021696252, 0.07889546351084813, 0.07544378698224852];[0.06607495069033531, 0.13313609467455623, 0.20660749506903353, 0.28353057199211046, 0.3648915187376726, 0.44477317554240636, 0.5261341222879685, 0.6074950690335307, 0.6868836291913216, 0.7677514792899409, 0.8456607495069034, 0.9245562130177515, 1.0];6.0;59.0
2018-01-23;1234.8000000000002;[85.2, 91.2, 94.2, 99.0, 98.4, 97.8, 96.6, 96.0, 97.2, 96.0, 99.6, 92.4, 91.2];[-3.0, 6.0, 3.0, 4.799999999999997, -0.5999999999999943, -0.6000000000000085, -1.2000000000000028, -0.5999999999999943, 1.2000000000000028, -1.2000000000000028, 3.5999999999999943, -7.199999999999989, -1.2000000000000028];[0.06899902818270165, 0.0738581146744412, 0.07628765792031098, 0.08017492711370261, 0.07968901846452867, 0.0792031098153547, 0.07823129251700679, 0.07774538386783283, 0.07871720116618075, 0.07774538386783283, 0.08066083576287657, 0.07482993197278912, 0.0738581146744412];[0.06899902818270165, 0.14285714285714285, 0.21914480077745382, 0.29931972789115646, 0.3790087463556851, 0.45821185617103977, 0.5364431486880465, 0.6141885325558794, 0.6929057337220602, 0.770651117589893, 0.8513119533527695, 0.9261418853255587, 1.0];4.0;80.0
2018-01-24;1280.3999999999999;[87.0, 90.6, 97.8, 100.2, 107.4, 106.2, 103.8, 100.8, 102.6, 101.4, 100.8, 94.2, 87.6];[1.2000000000000028, 3.5999999999999943, 7.200000000000003, 2.4000000000000057, 7.200000000000003, -1.2000000000000028, -2.4000000000000057, -3.0, 1.7999999999999972, -1.1999999999999886, -0.6000000000000085, -6.599999999999994, -6.6000000000000085];[0.06794751640112466, 0.07075913776944705, 0.07638238050609185, 0.07825679475164013, 0.08388003748828493, 0.08294283036551078, 0.08106841611996252, 0.07872539831302719, 0.08013120899718838, 0.07919400187441426, 0.07872539831302719, 0.07357075913776946, 0.06841611996251172];[0.06794751640112466, 0.1387066541705717, 0.21508903467666354, 0.2933458294283037, 0.3772258669165886, 0.4601686972820994, 0.5412371134020619, 0.6199625117150891, 0.7000937207122775, 0.7792877225866917, 0.8580131208997188, 0.9315838800374884, 1.0];6.0;77.0
2018-01-25;1245.0;[88.8, 94.8, 102.0, 105.0, 105.0, 101.4, 94.2, 99.6, 94.2, 91.8, 90.6, 88.8, 88.8];[0.0, 6.0, 7.200000000000003, 3.0, 0.0, -3.5999999999999943, -7.200000000000003, 5.3999999999999915, -5.3999999999999915, -2.4000000000000057, -1.2000000000000028, -1.7999999999999972, 0.0];[0.07132530120481928, 0.07614457831325301, 0.0819277108433735, 0.08433734939759036, 0.08433734939759036, 0.08144578313253012, 0.07566265060240963, 0.08, 0.07566265060240963, 0.07373493975903614, 0.0727710843373494, 0.07132530120481928, 0.07132530120481928];[0.07132530120481928, 0.14746987951807228, 0.2293975903614458, 0.31373493975903616, 0.3980722891566265, 0.4795180722891566, 0.5551807228915663, 0.6351807228915664, 0.710843373493976, 0.7845783132530121, 0.8573493975903616, 0.9286746987951807, 1.0];6.0;90.0
2018-01-26;1206.6000000000004;[89.4, 94.8, 96.0, 105.6, 103.2, 101.4, 93.6, 88.2, 97.2, 91.2, 88.2, 80.4, 77.4];[-9.599999999999994, 5.3999999999999915, 1.2000000000000028, 9.599999999999994, -2.3999999999999915, -1.7999999999999972, -7.800000000000011, -5.3999999999999915, 9.0, -6.0, -3.0, -7.799999999999997, -3.0];[0.07409249129786175, 0.07856787667826949, 0.07956240676280454, 0.087518647439085, 0.08552958727001489, 0.08403779214321232, 0.07757334659373444, 0.07309796121332668, 0.08055693684733961, 0.07558428642466433, 0.07309796121332668, 0.06663351566384881, 0.06414719045251117];[0.07409249129786175, 0.15266036797613122, 0.23222277473893577, 0.31974142217802076, 0.4052710094480356, 0.48930880159124795, 0.5668821481849824, 0.6399801093983092, 0.7205370462456487, 0.7961213326703132, 0.8692192938836398, 0.9358528095474887, 1.0];6.0;95.0
2018-01-27;999.5999999999999;[81.6, 79.2, 81.0, 87.6, 79.2, 81.6, 75.0, 80.4, 75.0, 72.0, 68.4, 70.2, 68.4];[13.199999999999989, -2.3999999999999915, 1.7999999999999972, 6.599999999999994, -8.399999999999991, 2.3999999999999915, -6.599999999999994, 5.400000000000006, -5.400000000000006, -3.0, -3.5999999999999943, 1.7999999999999972, -1.7999999999999972];[0.0816326530612245, 0.07923169267707084, 0.08103241296518608, 0.08763505402160865, 0.07923169267707084, 0.0816326530612245, 0.07503001200480193, 0.08043217286914767, 0.07503001200480193, 0.07202881152460985, 0.06842737094837936, 0.07022809123649461, 0.06842737094837936];[0.0816326530612245, 0.16086434573829533, 0.24189675870348143, 0.32953181272509, 0.4087635054021609, 0.49039615846338536, 0.5654261704681872, 0.6458583433373349, 0.7208883553421368, 0.7929171668667466, 0.861344537815126, 0.9315726290516206, 1.0];7.0;96.0
2018-01-28;988.1999999999998;[81.6, 78.6, 79.2, 87.0, 83.4, 84.0, 74.4, 74.4, 67.8, 67.8, 74.4, 67.2, 68.4];[12.599999999999994, -3.0, 0.6000000000000085, 7.799999999999997, -3.5999999999999943, 0.5999999999999943, -9.599999999999994, 0.0, -6.6000000000000085, 0.0, 6.6000000000000085, -7.200000000000003, 1.2000000000000028];[0.08257437765634489, 0.07953855494839102, 0.08014571948998181, 0.08803885853066183, 0.08439587128111721, 0.08500303582270798, 0.07528840315725564, 0.07528840315725564, 0.06860959319975714, 0.06860959319975714, 0.07528840315725564, 0.06800242865816637, 0.06921675774134792];[0.08257437765634489, 0.16211293260473592, 0.2422586520947177, 0.33029751062537954, 0.4146933819064967, 0.49969641772920464, 0.5749848208864603, 0.6502732240437159, 0.718882817243473, 0.78749241044323, 0.8627808136004856, 0.930783242258652, 1.0];4.0;100.0
2018-01-29;1171.8;[69.0, 75.0, 78.6, 106.2, 93.0, 96.0, 96.6, 96.0, 94.8, 94.2, 97.2, 84.6, 90.6];[-1.7999999999999972, 6.0, 3.5999999999999943, 27.60000000000001, -13.200000000000003, 3.0, 0.5999999999999943, -0.5999999999999943, -1.2000000000000028, -0.5999999999999943, 3.0, -12.600000000000009, 6.0];[0.05888376856118792, 0.06400409626216078, 0.0670762928827445, 0.09062980030721966, 0.07936507936507937, 0.0819252432155658, 0.08243727598566308, 0.0819252432155658, 0.08090117767537122, 0.08038914490527395, 0.08294930875576037, 0.07219662058371736, 0.07731694828469021];[0.05888376856118792, 0.1228878648233487, 0.1899641577060932, 0.2805939580133129, 0.35995903737839224, 0.441884280593958, 0.5243215565796211, 0.6062467997951869, 0.6871479774705581, 0.767537122375832, 0.8504864311315925, 0.9226830517153098, 1.0];4.0;100.0
2018-01-30;1246.2000000000003;[79.8, 85.2, 92.4, 102.0, 103.8, 98.4, 100.2, 99.0, 97.2, 98.4, 98.4, 96.0, 95.4];[-0.6000000000000085, 5.400000000000006, 7.200000000000003, 9.599999999999994, 1.7999999999999972, -5.3999999999999915, 1.7999999999999972, -1.2000000000000028, -1.7999999999999972, 1.2000000000000028, 0.0, -2.4000000000000057, -0.5999999999999943];[0.06403466538276359, 0.06836783822821375, 0.07414540202214731, 0.08184882041405872, 0.08329321136254211, 0.07896003851709195, 0.08040442946557533, 0.07944150216658641, 0.07799711121810302, 0.07896003851709195, 0.07896003851709195, 0.0770341839191141, 0.07655272026961964];[0.06403466538276359, 0.13240250361097733, 0.20654790563312464, 0.28839672604718336, 0.3716899374097255, 0.45064997592681744, 0.5310544053923928, 0.6104959075589792, 0.6884930187770822, 0.7674530572941742, 0.8464130958112662, 0.9234472797303803, 1.0];2.0;100.0
