data;consumo_giorno;consumo_orario;consumo_orario_diff;consumo_ora_giorno;consumo_cumulato;tmedia;umidita
2018-01-11;2491.5;[143.0, 187.55, 199.1, 208.45, 205.15, 211.75, 211.2, 204.6, 200.2, 194.7, 183.15, 176.55, 166.1];[17.049999999999997, 44.55000000000001, 11.549999999999983, 9.349999999999994, -3.299999999999983, 6.599999999999994, -0.5500000000000114, -6.599999999999994, -4.400000000000006, -5.5, -11.549999999999983, -6.599999999999994, -10.450000000000017];[0.05739514348785872, 0.07527593818984547, 0.07991169977924945, 0.0836644591611479, 0.08233995584988962, 0.08498896247240618, 0.0847682119205298, 0.08211920529801324, 0.0803532008830022, 0.0781456953642384, 0.07350993377483445, 0.07086092715231788, 0.06666666666666667];[0.05739514348785872, 0.1326710816777042, 0.21258278145695364, 0.2962472406181015, 0.3785871964679911, 0.46357615894039733, 0.5483443708609271, 0.6304635761589403, 0.7108167770419426, 0.788962472406181, 0.8624724061810154, 0.9333333333333333, 1.0];12.0;92.0
2018-01-12;2469.5;[144.1, 194.7, 199.1, 202.95, 200.75, 210.1, 207.35, 207.9, 199.1, 188.65, 179.85, 171.05, 163.9];[16.5, 50.599999999999994, 4.400000000000006, 3.8499999999999943, -2.1999999999999886, 9.349999999999994, -2.75, 0.5500000000000114, -8.800000000000011, -10.449999999999989, -8.800000000000011, -8.799999999999983, -7.150000000000006];[0.058351893095768374, 0.07884187082405344, 0.08062360801781737, 0.08218262806236079, 0.08129175946547884, 0.08507795100222718, 0.08396436525612472, 0.08418708240534521, 0.08062360801781737, 0.07639198218262806, 0.07282850779510022, 0.06926503340757238, 0.06636971046770601];[0.058351893095768374, 0.1371937639198218, 0.2178173719376392, 0.3, 0.38129175946547883, 0.4663697104677059, 0.5503340757238306, 0.6345211581291759, 0.7151447661469932, 0.7915367483296213, 0.8643652561247215, 0.933630289532294, 1.0];3.0;96.0
2018-01-13;1839.7500000000002;[130.35, 152.35, 154.55, 151.8, 153.45, 152.9, 152.35, 150.15, 129.8, 128.7, 128.15, 127.05, 128.15];[-0.5500000000000114, 22.0, 2.200000000000017, -2.75, 1.6499999999999773, -0.549999999999983, -0.5500000000000114, -2.1999999999999886, -20.349999999999994, -1.1000000000000227, -0.549999999999983, -1.1000000000000085, 1.1000000000000085];[0.07085201793721972, 0.0828101644245142, 0.08400597907324364, 0.08251121076233184, 0.0834080717488789, 0.08310911808669655, 0.0828101644245142, 0.08161434977578474, 0.07055306427503737, 0.06995515695067263, 0.06965620328849027, 0.06905829596412555, 0.06965620328849027];[0.07085201793721972, 0.1536621823617339, 0.23766816143497754, 0.32017937219730935, 0.4035874439461883, 0.4866965620328848, 0.5695067264573991, 0.6511210762331838, 0.7216741405082212, 0.7916292974588939, 0.8612855007473842, 0.9303437967115097, 1.0];4.0;88.0
2018-01-14;1684.1000000000001;[131.45, 130.9, 129.25, 130.35, 130.35, 128.7, 130.35, 128.7, 128.15, 130.9, 127.05, 129.8, 128.15];[0.0, -0.549999999999983, -1.6500000000000057, 1.0999999999999943, 0.0, -1.6500000000000057, 1.6500000000000057, -1.6500000000000057, -0.549999999999983, 2.75, -3.8500000000000085, 2.750000000000014, -1.6500000000000057];[0.07805355976485956, 0.07772697583278902, 0.0767472240365774, 0.07740039190071847, 0.07740039190071847, 0.07642064010450685, 0.07740039190071847, 0.07642064010450685, 0.07609405617243631, 0.07772697583278902, 0.07544088830829522, 0.07707380796864795, 0.07609405617243631];[0.07805355976485956, 0.1557805355976486, 0.23252775963422598, 0.30992815153494446, 0.387328543435663, 0.4637491835401698, 0.5411495754408883, 0.617570215545395, 0.6936642717178314, 0.7713912475506205, 0.8468321358589157, 0.9239059438275636, 1.0];3.0;93.0
2018-01-15;2542.6499999999996;[151.25, 194.7, 200.2, 208.45, 210.65, 218.9, 220.55, 210.1, 204.6, 194.7, 188.1, 174.35, 166.1];[19.80000000000001, 43.44999999999999, 5.5, 8.25, 2.200000000000017, 8.25, 1.6500000000000057, -10.450000000000017, -5.5, -9.900000000000006, -6.599999999999994, -13.75, -8.25];[0.059485182781743466, 0.07657365347177159, 0.07873675102747135, 0.08198139736102099, 0.0828466363833009, 0.08609128271685054, 0.08674021198356048, 0.08263032662773093, 0.08046722907203116, 0.07657365347177159, 0.07397793640493187, 0.06857019251568247, 0.06532554618213282];[0.059485182781743466, 0.13605883625351506, 0.21479558728098638, 0.29677698464200736, 0.3796236210253083, 0.4657149037421588, 0.5524551157257193, 0.6350854423534501, 0.7155526714254813, 0.7921263248972529, 0.8661042613021848, 0.9346744538178672, 1.0];3.0;98.0
2018-01-16;2532.2;[136.95, 196.9, 201.3, 207.9, 213.4, 214.5, 211.75, 211.75, 201.85, 194.15, 188.65, 182.6, 170.5];[6.599999999999994, 59.95000000000002, 4.400000000000006, 6.599999999999994, 5.5, 1.0999999999999943, -2.75, 0.0, -9.900000000000006, -7.699999999999989, -5.5, -6.050000000000011, -12.099999999999994];[0.05408340573414422, 0.07775847089487403, 0.079496090356212, 0.08210251954821894, 0.0842745438748914, 0.0847089487402259, 0.08362293657688967, 0.08362293657688967, 0.07971329278887924, 0.0766724587315378, 0.07450043440486534, 0.07211120764552563, 0.06733275412684622];[0.05408340573414422, 0.13184187662901825, 0.21133796698523027, 0.29344048653344923, 0.37771503040834065, 0.46242397914856653, 0.5460469157254562, 0.6296698523023458, 0.709383145091225, 0.7860556038227628, 0.8605560382276282, 0.9326672458731537, 1.0];4.0;96.0
2018-01-17;2550.8999999999996;[132.0, 200.75, 209.0, 209.0, 212.85, 215.05, 219.45, 211.2, 201.3, 196.9, 192.5, 183.7, 167.2];[1.6500000000000057, 68.75, 8.25, 0.0, 3.8499999999999943, 2.200000000000017, 4.399999999999977, -8.25, -9.899999999999977, -4.400000000000006, -4.400000000000006, -8.800000000000011, -16.5];[0.051746442432082804, 0.07869771453212593, 0.0819318671841311, 0.0819318671841311, 0.08344113842173352, 0.08430357912893491, 0.08602846054333765, 0.08279430789133248, 0.07891332470892627, 0.07718844329452351, 0.07546356188012075, 0.07201379905131523, 0.06554549374730488];[0.051746442432082804, 0.13044415696420872, 0.21237602414833984, 0.29430789133247093, 0.37774902975420444, 0.46205260888313937, 0.548081069426477, 0.6308753773178095, 0.7097887020267358, 0.7869771453212594, 0.86244070720138, 0.9344545062526952, 1.0];5.0;74.0
2018-01-18;2559.15;[137.5, 204.6, 215.05, 213.4, 209.0, 213.95, 215.6, 210.65, 202.4, 199.65, 190.85, 179.85, 166.65];[6.050000000000011, 67.1, 10.450000000000017, -1.6500000000000057, -4.400000000000006, 4.949999999999989, 1.6500000000000057, -4.949999999999989, -8.25, -2.75, -8.800000000000011, -11.0, -13.199999999999989];[0.05372877713303245, 0.07994842037395228, 0.08403180743606276, 0.08338706211046637, 0.08166774124220932, 0.0836019772189985, 0.08424672254459488, 0.08231248656780571, 0.07908875993982377, 0.07801418439716312, 0.07457554266064904, 0.07027724049000644, 0.06511927788523533];[0.05372877713303245, 0.13367719750698476, 0.2177090049430475, 0.3010960670535139, 0.3827638082957232, 0.4663657855147217, 0.5506125080593165, 0.6329249946271223, 0.712013754566946, 0.7900279389641092, 0.8646034816247582, 0.9348807221147646, 1.0];6.0;57.0
2018-01-19;2489.8500000000004;[138.05, 197.45, 200.75, 209.55, 205.7, 211.2, 209.55, 200.2, 202.4, 191.4, 184.8, 174.9, 163.9];[7.700000000000017, 59.39999999999998, 3.3000000000000114, 8.800000000000011, -3.8500000000000227, 5.5, -1.6499999999999773, -9.350000000000023, 2.200000000000017, -11.0, -6.599999999999994, -9.900000000000006, -11.0];[0.05544510713496797, 0.07930196598188645, 0.08062734702893748, 0.08416169648774022, 0.082615418599514, 0.08482438701126573, 0.08416169648774022, 0.0804064501877623, 0.08129003755246299, 0.07687210072895957, 0.07422133863485751, 0.07024519549370443, 0.065827258670201];[0.05544510713496797, 0.1347470731168544, 0.2153744201457919, 0.2995361166335321, 0.3821515352330461, 0.46697592224431184, 0.551137618732052, 0.6315440689198144, 0.7128341064722774, 0.789706207201237, 0.8639275458360945, 0.934172741329799, 1.0];6.0;69.0
2018-01-20;1897.4999999999998;[130.9, 151.8, 154.0, 152.9, 153.45, 155.65, 154.0, 141.9, 142.45, 139.7, 138.6, 141.35, 140.8];[0.5500000000000114, 20.900000000000006, 2.1999999999999886, -1.0999999999999943, 0.549999999999983, 2.200000000000017, -1.6500000000000057, -12.099999999999994, 0.549999999999983, -2.75, -1.0999999999999943, 2.75, -0.549999999999983];[0.06898550724637682, 0.08000000000000002, 0.08115942028985508, 0.08057971014492755, 0.0808695652173913, 0.0820289855072464, 0.08115942028985508, 0.07478260869565219, 0.07507246376811595, 0.07362318840579711, 0.07304347826086957, 0.07449275362318841, 0.07420289855072465];[0.06898550724637682, 0.14898550724637685, 0.23014492753623195, 0.3107246376811595, 0.39159420289855074, 0.47362318840579715, 0.5547826086956521, 0.6295652173913043, 0.7046376811594204, 0.7782608695652175, 0.851304347826087, 0.9257971014492754, 1.0];4.0;83.0
2018-01-21;1837.0000000000002;[143.55, 143.55, 141.9, 143.55, 144.1, 141.35, 141.35, 141.9, 141.9, 141.9, 137.5, 137.5, 136.95];[1.1000000000000227, 0.0, -1.6500000000000057, 1.6500000000000057, 0.549999999999983, -2.75, 0.0, 0.5500000000000114, 0.0, 0.0, -4.400000000000006, 0.0, -0.5500000000000114];[0.0781437125748503, 0.0781437125748503, 0.07724550898203592, 0.0781437125748503, 0.07844311377245508, 0.07694610778443113, 0.07694610778443113, 0.07724550898203592, 0.07724550898203592, 0.07724550898203592, 0.0748502994011976, 0.0748502994011976, 0.0745508982035928];[0.0781437125748503, 0.1562874251497006, 0.2335329341317365, 0.3116766467065868, 0.39011976047904184, 0.467065868263473, 0.5440119760479042, 0.62125748502994, 0.698502994011976, 0.775748502994012, 0.8505988023952096, 0.9254491017964072, 1.0];7.0;60.0
2018-01-22;2510.2;[147.4, 195.25, 208.45, 204.05, 202.95, 213.4, 214.5, 206.8, 201.85, 194.7, 184.8, 172.7, 163.35];[9.900000000000006, 47.849999999999994, 13.199999999999989, -4.399999999999977, -1.1000000000000227, 10.450000000000017, 1.0999999999999943, -7.699999999999989, -4.950000000000017, -7.150000000000006, -9.899999999999977, -12.100000000000023, -9.349999999999994];[0.05872042068361087, 0.07778264680105171, 0.08304119193689746, 0.08128834355828223, 0.08085013146362839, 0.08501314636283962, 0.08545135845749344, 0.08238387379491675, 0.08041191936897459, 0.0775635407537248, 0.0736196319018405, 0.06879929886064856, 0.06507449605609116];[0.05872042068361087, 0.13650306748466257, 0.21954425942156003, 0.3008326029798422, 0.3816827344434706, 0.4666958808063103, 0.5521472392638037, 0.6345311130587205, 0.714943032427695, 0.7925065731814198, 0.8661262050832604, 0.9349255039439088, 1.0];6.0;59.0
2018-01-23;2518.45;[137.5, 205.15, 212.85, 209.55, 207.9, 211.75, 210.1, 205.7, 201.85, 193.6, 184.25, 176.0, 162.25];[6.599999999999994, 67.65, 7.699999999999989, -3.299999999999983, -1.6500000000000057, 3.8499999999999943, -1.6500000000000057, -4.400000000000006, -3.8499999999999943, -8.25, -9.349999999999994, -8.25, -13.75];[0.054597073596855214, 0.08145883380650798, 0.08451626992793186, 0.08320594016160734, 0.08255077527844508, 0.08407949333915703, 0.08342432845599476, 0.0816772221008954, 0.08014850404018345, 0.07687267962437214, 0.07316007861978599, 0.06988425420397468, 0.06442454684428915];[0.054597073596855214, 0.13605590740336318, 0.22057217733129506, 0.3037781174929024, 0.38632889277134747, 0.47040838611050445, 0.5538327145664992, 0.6355099366673946, 0.715658440707578, 0.7925311203319501, 0.8656911989517362, 0.9355754531557109, 1.0];4.0;80.0
2018-01-24;2460.15;[130.35, 196.35, 202.95, 202.95, 199.1, 210.1, 210.65, 203.5, 199.1, 190.3, 181.5, 170.5, 162.8];[2.1999999999999886, 66.0, 6.599999999999994, 0.0, -3.8499999999999943, 11.0, 0.5500000000000114, -7.150000000000006, -4.400000000000006, -8.799999999999983, -8.800000000000011, -11.0, -7.699999999999989];[0.05298457411133467, 0.07981220657276995, 0.08249496981891348, 0.08249496981891348, 0.08093002459199641, 0.0854012966689023, 0.0856248602727476, 0.08271853342275877, 0.08093002459199641, 0.07735300693047172, 0.07377598926894702, 0.06930471719204113, 0.06617482673820702];[0.05298457411133467, 0.1327967806841046, 0.2152917505030181, 0.29778672032193154, 0.378716744913928, 0.46411804158283027, 0.549742901855578, 0.6324614352783366, 0.713391459870333, 0.7907444668008048, 0.8645204560697518, 0.9338251732617929, 1.0];6.0;77.0
2018-01-25;2545.4;[132.0, 201.3, 205.7, 209.0, 210.1, 217.25, 220.55, 215.6, 212.3, 195.8, 186.45, 173.8, 165.55];[2.75, 69.30000000000001, 4.399999999999977, 3.3000000000000114, 1.0999999999999943, 7.150000000000006, 3.3000000000000114, -4.950000000000017, -3.299999999999983, -16.5, -9.350000000000023, -12.649999999999977, -8.25];[0.05185825410544512, 0.0790838375108038, 0.0808124459809853, 0.08210890233362143, 0.0825410544511668, 0.08535004321521175, 0.08664649956784788, 0.08470181503889368, 0.08340535868625756, 0.07692307692307693, 0.07324978392394121, 0.06828003457216941, 0.06503889369057908];[0.05185825410544512, 0.13094209161624892, 0.21175453759723423, 0.2938634399308557, 0.37640449438202245, 0.46175453759723417, 0.548401037165082, 0.6331028522039757, 0.7165082108902332, 0.7934312878133102, 0.8666810717372514, 0.9349611063094209, 1.0];6.0;90.0
2018-01-26;2494.25;[133.1, 197.45, 205.7, 204.6, 206.8, 213.95, 214.5, 206.25, 201.85, 194.15, 183.15, 171.6, 161.15];[4.949999999999989, 64.35, 8.25, -1.0999999999999943, 2.200000000000017, 7.149999999999977, 0.5500000000000114, -8.25, -4.400000000000006, -7.699999999999989, -11.0, -11.550000000000011, -10.449999999999989];[0.053362734288864386, 0.07916207276736494, 0.08246968026460859, 0.08202866593164278, 0.08291069459757443, 0.08577728776185226, 0.08599779492833518, 0.08269018743109151, 0.08092613009922822, 0.07783902976846747, 0.07342888643880927, 0.06879823594266814, 0.06460859977949283];[0.053362734288864386, 0.13252480705622932, 0.21499448732083792, 0.2970231532524807, 0.3799338478500552, 0.46571113561190747, 0.5517089305402426, 0.6343991179713341, 0.7153252480705623, 0.7931642778390299, 0.8665931642778391, 0.9353914002205072, 1.0];6.0;95.0
2018-01-27;1833.7000000000003;[131.45, 143.55, 155.1, 156.75, 156.75, 155.65, 156.2, 130.9, 130.9, 131.45, 127.05, 128.7, 129.25];[1.0999999999999943, 12.100000000000023, 11.549999999999983, 1.6500000000000057, 0.0, -1.0999999999999943, 0.549999999999983, -25.299999999999983, 0.0, 0.549999999999983, -4.3999999999999915, 1.6499999999999915, 0.5500000000000114];[0.0716856628674265, 0.07828434313137372, 0.08458308338332332, 0.08548290341931612, 0.08548290341931612, 0.08488302339532093, 0.08518296340731851, 0.07138572285542891, 0.07138572285542891, 0.0716856628674265, 0.0692861427714457, 0.0701859628074385, 0.0704859028194361];[0.0716856628674265, 0.14997000599880023, 0.23455308938212355, 0.3200359928014397, 0.4055188962207558, 0.4904019196160767, 0.5755848830233953, 0.6469706058788243, 0.7183563287342531, 0.7900419916016796, 0.8593281343731254, 0.9295140971805639, 1.0];7.0;96.0
2018-01-28;1697.2999999999997;[132.0, 132.55, 132.0, 130.35, 131.45, 129.8, 130.9, 129.25, 131.45, 130.35, 128.15, 129.8, 129.25];[1.6500000000000057, 0.5500000000000114, -0.5500000000000114, -1.6500000000000057, 1.0999999999999943, -1.6499999999999773, 1.0999999999999943, -1.6500000000000057, 2.1999999999999886, -1.0999999999999943, -2.1999999999999886, 1.6500000000000057, -0.5500000000000114];[0.0777705767984446, 0.07809462086843813, 0.0777705767984446, 0.07679844458846403, 0.07744653272845108, 0.07647440051847053, 0.07712248865845757, 0.07615035644847701, 0.07744653272845108, 0.07679844458846403, 0.07550226830848997, 0.07647440051847053, 0.07615035644847701];[0.0777705767984446, 0.15586519766688273, 0.23363577446532732, 0.31043421905379137, 0.3878807517822424, 0.4643551523007129, 0.5414776409591704, 0.6176279974076474, 0.6950745301360984, 0.7718729747245625, 0.8473752430330524, 0.923849643551523, 1.0];4.0;100.0
2018-01-29;2523.9499999999994;[159.5, 197.45, 207.35, 210.65, 201.3, 210.1, 212.3, 204.6, 201.85, 193.6, 185.35, 175.45, 164.45];[30.80000000000001, 37.94999999999999, 9.900000000000006, 3.3000000000000114, -9.349999999999994, 8.799999999999983, 2.200000000000017, -7.700000000000017, -2.75, -8.25, -8.25, -9.900000000000006, -11.0];[0.06319459577249947, 0.07823055131837003, 0.08215297450424931, 0.0834604488995424, 0.07975593811287865, 0.08324253650032688, 0.08411418609718896, 0.08106341250817173, 0.07997385051209416, 0.07670516452386142, 0.0734364785356287, 0.06951405534974942, 0.0651558073654391];[0.06319459577249947, 0.1414251470908695, 0.2235781215951188, 0.3070385704946612, 0.3867945086075399, 0.4700370451078667, 0.5541512312050556, 0.6352146437132273, 0.7151884942253215, 0.7918936587491828, 0.8653301372848116, 0.934844192634561, 1.0];4.0;100.0
2018-01-30;2494.25;[142.45, 201.3, 203.5, 210.1, 199.65, 213.95, 210.65, 199.65, 196.35, 190.3, 184.25, 174.35, 167.75];[9.349999999999994, 58.85000000000002, 2.1999999999999886, 6.599999999999994, -10.449999999999989, 14.299999999999983, -3.299999999999983, -11.0, -3.3000000000000114, -6.049999999999983, -6.050000000000011, -9.900000000000006, -6.599999999999994];[0.057111356119073864, 0.08070562293274532, 0.08158765159867695, 0.08423373759647189, 0.08004410143329659, 0.08577728776185226, 0.0844542447629548, 0.08004410143329659, 0.07872105843439911, 0.07629547960308711, 0.07386990077177508, 0.06990077177508269, 0.06725468577728776];[0.057111356119073864, 0.1378169790518192, 0.21940463065049615, 0.30363836824696805, 0.3836824696802646, 0.4694597574421169, 0.5539140022050717, 0.6339581036383684, 0.7126791620727674, 0.7889746416758545, 0.8628445424476295, 0.9327453142227122, 1.0];2.0;100.0
