data;tmedia;umidita
2019-01-01;2.3375;97.29166666666667
2019-01-02;5.195833333333334;51.833333333333336
2019-01-03;2.9041666666666663;45.958333333333336
2019-01-04;-0.38750000000000023;69.29166666666667
2019-01-05;0.3999999999999999;74.375
2019-01-06;2.8041666666666667;74.5
2019-01-07;1.6291666666666667;87.29166666666667
2019-01-08;1.5416666666666667;98.45833333333333
2019-01-09;5.5125;53.875
2019-01-10;5.2;36.833333333333336
2019-01-11;0.7125;59.166666666666664
2019-01-12;0.7666666666666667;69.75
2019-01-13;2.3583333333333334;77.5
2019-01-14;10.958333333333334;44.458333333333336
2019-01-15;5.879166666666666;52.25
2019-01-16;5.258333333333334;73.45833333333333
2019-01-17;5.858333333333333;95.625
2019-01-18;4.016666666666667;94.91666666666667
2019-01-19;4.204166666666667;75.58333333333333
2019-01-20;1.2583333333333335;85.54166666666667
2019-01-21;0.8916666666666667;87.375
2019-01-22;-0.6749999999999998;88.79166666666667
2019-01-23;-0.29583333333333356;92.04166666666667
2019-01-24;1.5458333333333334;90.66666666666667
2019-01-25;-0.06666666666666642;84.54166666666667
2019-01-26;0.2416666666666667;80.625
2019-01-27;1.3041666666666665;88.16666666666667
2019-01-28;3.6500000000000004;79.58333333333333
2019-01-29;1.8291666666666668;82.45833333333333
2019-01-30;2.3291666666666666;91.95833333333333
2019-01-31;0.7708333333333334;98.75
2019-02-01;1.4874999999999998;98.66666666666667
2019-02-02;3.1958333333333333;96.625
2019-02-03;4.245833333333334;95.375
2019-02-04;5.370833333333333;79.875
2019-02-05;3.7416666666666667;81.875
2019-02-06;3.8250000000000006;79.79166666666667
2019-02-07;2.266666666666667;85.875
2019-02-08;4.2125;78.79166666666667
2019-02-09;5.445833333333333;80.29166666666667
2019-02-10;6.370833333333334;94.25
2019-02-11;8.470833333333333;48.625
2019-02-12;10.154166666666665;33.833333333333336
2019-02-13;6.295833333333333;60.708333333333336
2019-02-14;5.708333333333333;70.33333333333333
2019-02-15;7.175;69.66666666666667
2019-02-16;6.779166666666666;74.5
2019-02-17;6.766666666666667;73.33333333333333
2019-02-18;8.966666666666667;71.04166666666667
2019-02-19;9.316666666666666;69.95833333333333
2019-02-20;6.425;85.375
2019-02-21;7.029166666666666;82.5
2019-02-22;10.6875;67.875
2019-02-23;6.295833333333333;62.125
2019-02-24;4.745833333333333;52.875
2019-02-25;7.258333333333333;56.541666666666664
2019-02-26;9.4875;59.583333333333336
2019-02-27;11.0375;57.416666666666664
2019-02-28;10.9375;67.58333333333333
2019-03-01;10.679166666666667;71.0
2019-03-02;8.9625;64.0
2019-03-03;10.137499999999998;60.875
2019-03-04;8.841666666666669;85.58333333333333
2019-03-05;9.179166666666665;65.125
2019-03-06;9.683333333333334;68.79166666666667
2019-03-07;12.566666666666668;72.375
2019-03-08;12.487499999999999;68.08333333333333
2019-03-09;12.487500000000002;65.875
2019-03-10;12.662500000000001;71.66666666666667
2019-03-11;11.170833333333334;44.791666666666664
2019-03-12;10.008333333333333;27.083333333333332
2019-03-13;8.991666666666665;58.25
2019-03-14;9.433333333333334;55.791666666666664
2019-03-15;13.825000000000001;51.041666666666664
2019-03-16;15.762499999999998;54.458333333333336
2019-03-17;11.6;73.41666666666667
2019-03-18;11.191666666666668;55.166666666666664
2019-03-19;8.895833333333334;62.25
2019-03-20;8.8375;52.416666666666664
2019-03-21;9.0;51.666666666666664
2019-03-22;11.033333333333333;52.833333333333336
2019-03-23;13.037500000000001;51.666666666666664
2019-03-24;14.795833333333334;49.291666666666664
2019-03-25;16.570833333333336;31.083333333333332
2019-03-26;10.979166666666666;46.833333333333336
2019-03-27;9.962499999999999;46.708333333333336
2019-03-28;10.333333333333334;51.25
2019-03-29;11.933333333333335;50.375
2019-03-30;12.266666666666667;54.458333333333336
2019-03-31;13.4;49.166666666666664
2019-04-01;14.208333333333336;49.625
2019-04-02;15.391666666666667;51.666666666666664
2019-04-03;12.220833333333331;73.41666666666667
2019-04-04;10.4625;89.0
2019-04-05;11.2875;71.375
2019-04-06;12.65;70.83333333333333
2019-04-07;11.0;81.0
2019-04-08;12.320833333333333;73.625
2019-04-09;14.4625;62.708333333333336
2019-04-10;13.687500000000002;71.0
2019-04-11;11.858333333333334;91.41666666666667
2019-04-12;13.070833333333333;80.75
2019-04-13;11.708333333333336;75.375
2019-04-14;8.674999999999999;85.375
2019-04-15;12.895833333333334;70.08333333333333
2019-04-16;14.266666666666667;65.125
2019-04-17;15.433333333333332;60.083333333333336
2019-04-18;15.758333333333333;58.125
2019-04-19;15.70833333333333;58.458333333333336
2019-04-20;16.883333333333333;55.625
2019-04-21;17.358333333333334;49.958333333333336
2019-04-22;15.858333333333334;58.25
2019-04-23;12.979166666666666;94.0
2019-04-24;15.170833333333333;91.04166666666667
2019-04-25;13.966666666666667;91.41666666666667
2019-04-26;15.475;75.33333333333333
2019-04-27;15.358333333333333;53.708333333333336
2019-04-28;15.533333333333331;42.208333333333336
2019-04-29;11.195833333333333;71.70833333333333
2019-04-30;15.195833333333333;57.291666666666664
2019-05-01;17.054166666666667;54.666666666666664
2019-05-02;16.354166666666668;64.375
2019-05-03;14.637499999999998;80.29166666666667
2019-05-04;14.35;78.79166666666667
2019-05-05;9.454166666666667;77.875
2019-05-06;11.620833333333332;63.25
2019-05-07;13.612499999999999;57.916666666666664
2019-05-08;11.866666666666665;86.70833333333333
2019-05-09;14.170833333333333;75.91666666666667
2019-05-10;17.0625;70.29166666666667
2019-05-11;15.329166666666667;77.5
2019-05-12;13.954166666666666;74.5
