data;consumo_giorno;consumo_orario;consumo_orario_diff;consumo_ora_giorno;consumo_cumulato;tmedia;umidita
2019-01-21;1030.1999999999998;[73.8, 70.2, 76.2, 76.2, 83.4, 75.6, 85.2, 86.4, 89.4, 80.4, 81.6, 82.8, 69.0];[9.599999999999994, -3.5999999999999943, 6.0, 0.0, 7.200000000000003, -7.800000000000011, 9.600000000000009, 1.2000000000000028, 3.0, -9.0, 1.1999999999999886, 1.2000000000000028, -13.799999999999997];[0.07163657542224812, 0.06814210832847992, 0.07396622015142693, 0.07396622015142693, 0.08095515433896333, 0.07338380896913221, 0.08270238788584743, 0.08386721025043684, 0.08677926616191033, 0.07804309842748983, 0.07920792079207922, 0.08037274315666862, 0.06697728596389052];[0.07163657542224812, 0.13977868375072805, 0.21374490390215495, 0.28771112405358185, 0.3686662783925452, 0.4420500873616774, 0.5247524752475249, 0.6086196854979616, 0.695398951659872, 0.7734420500873618, 0.852649970879441, 0.9330227140361096, 1.0];0.8916666666666667;87.375
2019-01-22;1038.0;[64.8, 73.8, 77.4, 84.6, 82.8, 82.8, 80.4, 80.4, 90.0, 83.4, 84.0, 83.4, 70.2];[-0.6000000000000085, 9.0, 3.6000000000000085, 7.199999999999989, -1.7999999999999972, 0.0, -2.3999999999999915, 0.0, 9.599999999999994, -6.599999999999994, 0.5999999999999943, -0.5999999999999943, -13.200000000000003];[0.06242774566473988, 0.07109826589595375, 0.07456647398843931, 0.0815028901734104, 0.07976878612716763, 0.07976878612716763, 0.07745664739884393, 0.07745664739884393, 0.08670520231213873, 0.08034682080924856, 0.08092485549132948, 0.08034682080924856, 0.06763005780346822];[0.06242774566473988, 0.13352601156069363, 0.20809248554913296, 0.2895953757225434, 0.369364161849711, 0.44913294797687864, 0.5265895953757226, 0.6040462427745664, 0.6907514450867052, 0.7710982658959538, 0.8520231213872832, 0.9323699421965318, 1.0];-0.6749999999999998;88.79166666666669
2019-01-23;1074.6;[77.4, 72.0, 81.6, 81.6, 88.8, 93.6, 88.8, 82.8, 81.6, 91.2, 90.0, 72.0, 73.2];[13.200000000000003, -5.400000000000006, 9.599999999999994, 0.0, 7.200000000000003, 4.799999999999997, -4.799999999999997, -6.0, -1.2000000000000028, 9.600000000000009, -1.2000000000000028, -18.0, 1.2000000000000028];[0.07202680067001677, 0.06700167504187605, 0.0759352317141262, 0.0759352317141262, 0.0826353992183138, 0.08710217755443886, 0.0826353992183138, 0.07705192629815746, 0.0759352317141262, 0.08486878838637633, 0.08375209380234507, 0.06700167504187605, 0.06811836962590732];[0.07202680067001677, 0.1390284757118928, 0.214963707426019, 0.2908989391401452, 0.373534338358459, 0.46063651591289784, 0.5432719151312116, 0.620323841429369, 0.6962590731434952, 0.7811278615298716, 0.8648799553322167, 0.9318816303740928, 1.0];-0.2958333333333336;92.04166666666669
2019-01-24;1045.1999999999998;[75.0, 77.4, 81.0, 77.4, 79.2, 85.2, 84.6, 81.0, 79.8, 85.2, 87.6, 82.8, 69.0];[3.0, 2.4000000000000057, 3.5999999999999943, -3.5999999999999943, 1.7999999999999972, 6.0, -0.6000000000000085, -3.5999999999999943, -1.2000000000000028, 5.400000000000006, 2.3999999999999915, -4.799999999999997, -13.799999999999997];[0.07175660160734788, 0.07405281285878303, 0.07749712973593571, 0.07405281285878303, 0.07577497129735937, 0.0815154994259472, 0.08094144661308841, 0.07749712973593571, 0.07634902411021816, 0.0815154994259472, 0.08381171067738233, 0.07921928817451207, 0.06601607347876005];[0.07175660160734788, 0.1458094144661309, 0.22330654420206664, 0.29735935706084965, 0.37313432835820903, 0.4546498277841562, 0.5355912743972446, 0.6130884041331803, 0.6894374282433984, 0.7709529276693456, 0.854764638346728, 0.9339839265212401, 1.0];1.5458333333333334;90.66666666666669
2019-01-25;1067.4;[70.2, 75.0, 89.4, 87.0, 76.8, 91.2, 85.8, 86.4, 84.6, 83.4, 82.2, 78.0, 77.4];[4.799999999999997, 4.799999999999997, 14.400000000000006, -2.4000000000000057, -10.200000000000003, 14.400000000000006, -5.400000000000006, 0.6000000000000085, -1.8000000000000114, -1.1999999999999886, -1.2000000000000028, -4.200000000000003, -0.5999999999999943];[0.0657672849915683, 0.07026419336706013, 0.0837549184935357, 0.08150646430578977, 0.07195053400786958, 0.08544125913434514, 0.0803822372119168, 0.08094435075885328, 0.07925801011804383, 0.07813378302417089, 0.07700955593029792, 0.07307476110174255, 0.07251264755480608];[0.0657672849915683, 0.13603147835862842, 0.2197863968521641, 0.3012928611579539, 0.3732433951658235, 0.45868465430016864, 0.5390668915120854, 0.6200112422709386, 0.6992692523889825, 0.7774030354131534, 0.8544125913434513, 0.9274873524451939, 1.0];-0.06666666666666643;84.54166666666667
2019-01-26;928.8000000000001;[73.2, 73.8, 70.2, 67.2, 75.0, 76.8, 68.4, 68.4, 77.4, 75.6, 76.2, 63.6, 63.0];[4.200000000000003, 0.5999999999999943, -3.5999999999999943, -3.0, 7.799999999999997, 1.7999999999999972, -8.399999999999991, 0.0, 9.0, -1.8000000000000114, 0.6000000000000085, -12.600000000000001, -0.6000000000000014];[0.07881136950904392, 0.07945736434108526, 0.0755813953488372, 0.07235142118863049, 0.08074935400516796, 0.08268733850129198, 0.07364341085271318, 0.07364341085271318, 0.08333333333333333, 0.0813953488372093, 0.08204134366925064, 0.06847545219638243, 0.06782945736434108];[0.07881136950904392, 0.15826873385012918, 0.2338501291989664, 0.30620155038759683, 0.3869509043927648, 0.4696382428940568, 0.5432816537467701, 0.6169250645994832, 0.7002583979328164, 0.7816537467700257, 0.8636950904392765, 0.9321705426356589, 1.0];0.2416666666666667;80.625
2019-01-27;869.3999999999999;[72.0, 71.4, 70.8, 64.2, 62.4, 62.4, 67.8, 68.4, 65.4, 65.4, 64.8, 72.6, 61.8];[10.200000000000003, -0.5999999999999943, -0.6000000000000085, -6.599999999999994, -1.8000000000000043, 0.0, 5.399999999999999, 0.6000000000000085, -3.0, 0.0, -0.6000000000000085, 7.799999999999997, -10.799999999999997];[0.08281573498964805, 0.08212560386473432, 0.08143547273982057, 0.07384403036576952, 0.0717736369910283, 0.0717736369910283, 0.0779848171152519, 0.07867494824016565, 0.07522429261559699, 0.07522429261559699, 0.07453416149068323, 0.08350586611456177, 0.07108350586611457];[0.08281573498964805, 0.16494133885438236, 0.24637681159420294, 0.3202208419599724, 0.3919944789510007, 0.463768115942029, 0.5417529330572809, 0.6204278812974466, 0.6956521739130436, 0.7708764665286405, 0.8454106280193237, 0.9289164941338854, 1.0];1.3041666666666665;88.16666666666669
2019-01-28;1022.4;[70.2, 76.8, 77.4, 75.0, 79.2, 91.8, 76.8, 81.6, 80.4, 87.6, 73.2, 74.4, 78.0];[7.200000000000003, 6.599999999999994, 0.6000000000000085, -2.4000000000000057, 4.200000000000003, 12.599999999999994, -15.0, 4.799999999999997, -1.1999999999999886, 7.199999999999989, -14.399999999999991, 1.2000000000000028, 3.5999999999999943];[0.06866197183098592, 0.07511737089201878, 0.07570422535211269, 0.0733568075117371, 0.07746478873239437, 0.0897887323943662, 0.07511737089201878, 0.07981220657276995, 0.07863849765258217, 0.08568075117370892, 0.0715962441314554, 0.0727699530516432, 0.07629107981220658];[0.06866197183098592, 0.1437793427230047, 0.21948356807511737, 0.29284037558685444, 0.3703051643192488, 0.460093896713615, 0.5352112676056338, 0.6150234741784038, 0.6936619718309859, 0.7793427230046948, 0.8509389671361502, 0.9237089201877934, 1.0];3.65;79.58333333333333
2019-01-29;982.8000000000002;[68.4, 69.0, 74.4, 84.0, 74.4, 80.4, 76.2, 88.2, 84.0, 75.0, 73.2, 69.0, 66.6];[-1.7999999999999972, 0.5999999999999943, 5.400000000000006, 9.599999999999994, -9.599999999999994, 6.0, -4.200000000000003, 12.0, -4.200000000000003, -9.0, -1.7999999999999972, -4.200000000000003, -2.4000000000000057];[0.06959706959706959, 0.0702075702075702, 0.0757020757020757, 0.08547008547008546, 0.0757020757020757, 0.0818070818070818, 0.07753357753357752, 0.08974358974358973, 0.08547008547008546, 0.0763125763125763, 0.07448107448107447, 0.0702075702075702, 0.06776556776556775];[0.06959706959706959, 0.13980463980463978, 0.2155067155067155, 0.3009768009768009, 0.3766788766788767, 0.4584859584859584, 0.536019536019536, 0.6257631257631258, 0.7112332112332113, 0.7875457875457875, 0.8620268620268621, 0.9322344322344323, 1.0];1.8291666666666668;82.45833333333333
2019-01-30;1023.6;[69.0, 71.4, 78.6, 81.0, 82.2, 82.2, 78.0, 82.2, 88.2, 86.4, 84.6, 71.4, 68.4];[5.399999999999999, 2.4000000000000057, 7.199999999999989, 2.4000000000000057, 1.2000000000000028, 0.0, -4.200000000000003, 4.200000000000003, 6.0, -1.7999999999999972, -1.8000000000000114, -13.199999999999989, -3.0];[0.06740914419695193, 0.06975381008206331, 0.07678780773739742, 0.07913247362250879, 0.08030480656506447, 0.08030480656506447, 0.07620164126611957, 0.08030480656506447, 0.08616647127784291, 0.08440797186400938, 0.08264947245017584, 0.06975381008206331, 0.0668229777256741];[0.06740914419695193, 0.13716295427901523, 0.21395076201641267, 0.29308323563892147, 0.3733880422039859, 0.45369284876905036, 0.52989449003517, 0.6101992966002344, 0.6963657678780775, 0.7807737397420867, 0.8634232121922627, 0.933177022274326, 1.0];2.3291666666666666;91.95833333333331
