data;h.7;h.8;h.9;h.10;h.11;h.12;h.13;h.14;h.15;h.16;h.17;h.18;h.19
2019-01-01;0.39534883720930214;0.4335664335664337;0.48514851485148497;0.20779220779220794;0.1818181818181816;0.5384615384615384;0.5757575757575765;0.7352941176470593;0.6000000000000003;0.7286821705426356;0.9032258064516127;0.4918032786885251;0.8901098901098906
2019-01-02;0.4108527131782943;0.4405594405594407;0.5445544554455446;0.2337662337662338;0.2727272727272728;0.5230769230769228;0.6666666666666677;0.7058823529411778;0.5249999999999999;0.7441860465116278;0.7096774193548379;0.44262295081967246;0.8681318681318687
2019-01-03;0.40310077519379844;0.46153846153846156;0.5742574257425744;0.2337662337662338;0.24242424242424265;0.5384615384615384;0.5757575757575765;0.8529411764705881;0.5749999999999997;0.7519379844961241;0.7096774193548395;0.40983606557377017;0.8681318681318687
2019-01-04;0.4108527131782947;0.41958041958041964;0.5643564356435643;0.2857142857142854;0.16666666666666693;0.5538461538461542;0.5454545454545456;0.8235294117647067;0.5500000000000005;0.7209302325581394;0.838709677419355;0.409836065573771;0.8681318681318682
2019-01-05;0.40310077519379844;0.38461538461538464;0.48514851485148497;0.24675324675324703;0.2272727272727272;0.49230769230769217;0.6060606060606074;0.7941176470588237;0.6000000000000003;0.7131782945736435;0.8064516129032253;0.34426229508196726;0.9230769230769237
2019-01-06;0.38759689922480606;0.11888111888111882;0.4950495049504951;0.20779220779220794;0.19696969696969707;0.5384615384615384;0.6060606060606066;0.7352941176470593;0.5750000000000004;0.7286821705426356;0.8709677419354838;0.4590163934426232;0.9230769230769234
2019-01-07;0.5968992248062014;0.6783216783216783;0.7227722772277229;0.3246753246753245;0.2727272727272728;0.7538461538461543;0.6666666666666677;0.0;0.424999999999999;0.6124031007751938;0.45161290322580716;0.13114754098360662;0.7692307692307699
2019-01-08;0.6279069767441859;0.7832167832167832;0.6633663366336633;0.19480519480519537;0.21212121212121174;0.6769230769230774;0.5757575757575765;0.2058823529411763;0.3750000000000005;0.6279069767441859;0.4516129032258055;0.2131147540983615;0.6813186813186812
2019-01-09;0.6124031007751938;0.7272727272727272;0.5940594059405941;0.19480519480519537;0.3030303030303029;0.6923076923076923;0.2727272727272736;0.5882352941176474;0.30000000000000016;0.6124031007751938;0.48387096774193517;0.16393442622950807;0.7472527472527475
2019-01-10;0.5736434108527129;0.9020979020979024;0.44554455445544555;0.3246753246753245;0.2272727272727272;0.6923076923076923;0.3939393939393957;0.2941176470588237;0.44999999999999957;0.6201550387596901;0.3548387096774181;0.2131147540983615;0.7142857142857144
2019-01-11;0.6589147286821706;0.6923076923076923;0.6633663366336633;0.03896103896103907;0.4696969696969699;0.5538461538461542;0.33333333333333387;0.47058823529411853;0.5499999999999992;0.5658914728682173;0.5483870967741928;0.2950819672131155;0.7142857142857144
2019-01-12;0.39534883720930236;0.40559440559440535;0.5940594059405941;0.18181818181818213;0.2575757575757581;0.5076923076923071;0.5151515151515162;0.6176470588235304;0.6249999999999996;0.736434108527132;0.7741935483870973;0.32786885245901615;0.9230769230769237
2019-01-13;0.4031007751937982;0.11188811188811186;0.48514851485148525;0.20779220779220794;0.19696969696969707;0.5384615384615384;0.5757575757575765;0.7941176470588237;0.6000000000000003;0.7286821705426356;0.8709677419354838;0.42622950819672134;0.9230769230769237
2019-01-14;0.6589147286821705;0.6783216783216783;0.6633663366336633;0.4285714285714285;0.1363636363636368;0.5846153846153848;0.5757575757575765;0.529411764705883;0.37499999999999917;0.6124031007751938;0.3870967741935495;0.18032786885245922;0.7692307692307694
2019-01-15;0.5736434108527131;0.8601398601398603;0.5445544554455446;0.11688311688311723;0.3181818181818176;0.6461538461538467;0.6060606060606059;0.44117647058823556;0.3750000000000005;0.6511627906976745;0.48387096774193517;0.13114754098360662;0.714285714285715
2019-01-16;0.6046511627906976;0.8251748251748253;0.6138613861386137;0.24675324675324703;0.3181818181818176;0.6153846153846154;0.5151515151515162;0.47058823529411853;0.3249999999999994;0.5813953488372094;0.48387096774193517;0.09836065573770518;0.7582417582417587
2019-01-17;0.5348837209302327;0.86013986013986;0.6237623762376239;0.3636363636363636;0.2575757575757581;0.5384615384615384;0.727272727272728;0.3235294117647052;0.3250000000000007;0.6201550387596897;0.2258064516129044;0.21311475409836067;0.6483516483516487
