data;h.7;h.8;h.9;h.10;h.11;h.12;h.13;h.14;h.15;h.16;h.17;h.18;h.19
2019-01-01;0.0653556969346443;0.07836899942163099;0.07807981492192018;0.07807981492192018;0.07779063042220935;0.07779063042220935;0.07779063042220935;0.07779063042220935;0.07779063042220935;0.07779063042220935;0.07779063042220935;0.07807981492192018;0.07750144592249854
2019-01-02;0.06310814567695301;0.07589658048373646;0.07728662774534335;0.07784264664998611;0.079232693911593;0.07895468445927162;0.07978871281623576;0.07951070336391439;0.07867667500695025;0.079232693911593;0.07756463719766472;0.07700861829302197;0.07589658048373646
2019-01-03;0.06187516887327749;0.07511483382869495;0.07727641178059985;0.07781680626857607;0.0786273980005404;0.0786273980005404;0.0786273980005404;0.07970818697649285;0.07943798973250472;0.08024858146446906;0.0786273980005404;0.07754660902458795;0.0764658200486355
2019-01-04;0.06404736275565125;0.07561894510226051;0.07750269106566202;0.0791173304628633;0.07857911733046287;0.07884822389666309;0.07857911733046287;0.07938643702906352;0.07884822389666309;0.07857911733046287;0.07804090419806245;0.07696447793326158;0.07588805166846072
2019-01-05;0.06685796269727402;0.07776183644189383;0.07747489239598278;0.07833572453371591;0.07890961262553801;0.07804878048780486;0.07833572453371591;0.07890961262553801;0.07890961262553801;0.07833572453371591;0.07747489239598278;0.07517934002869439;0.07546628407460544
2019-01-06;0.076974341886038;0.076974341886038;0.076974341886038;0.076974341886038;0.076974341886038;0.076974341886038;0.0773075641452849;0.0773075641452849;0.076974341886038;0.076974341886038;0.07664111962679107;0.07630789736754416;0.07664111962679107
2019-01-07;0.057366071428571426;0.07522321428571428;0.08035714285714286;0.08236607142857143;0.08348214285714285;0.08660714285714285;0.08727678571428572;0.08169642857142857;0.08013392857142856;0.07678571428571428;0.07366071428571429;0.06897321428571428;0.06607142857142857
2019-01-08;0.05843729481286933;0.07922959072007002;0.08295031735609541;0.08273145108338804;0.08295031735609541;0.0849201138104618;0.0849201138104618;0.08098052090172904;0.07901072444736265;0.07616546290216678;0.0731013350842635;0.06959947472094549;0.0650032829940906
2019-01-09;0.05995475113122173;0.07963800904977376;0.0819004524886878;0.0816742081447964;0.08325791855203622;0.08552036199095024;0.08325791855203622;0.0821266968325792;0.07941176470588238;0.07601809954751133;0.0730769230769231;0.06877828054298643;0.06538461538461539
2019-01-10;0.05665529010238907;0.08213879408418658;0.08100113765642776;0.08304891922639362;0.08350398179749716;0.08577929465301479;0.08441410693970422;0.08100113765642776;0.07963594994311718;0.0764505119453925;0.07258248009101251;0.0689419795221843;0.06484641638225255
2019-01-11;0.06041810245807488;0.07925568573397655;0.0831610383643464;0.08017459223524004;0.08430967149092577;0.08453939811624166;0.08270158511371466;0.0806340454858718;0.08017459223524004;0.0753503331036067;0.07282334022513208;0.07029634734665746;0.06616126809097173
2019-01-12;0.06499429874572406;0.0766818700114025;0.07953249714937285;0.07896237172177878;0.08010262257696693;0.07953249714937285;0.07896237172177878;0.07782212086659065;0.07810718358038768;0.07839224629418472;0.07725199543899658;0.07468643101482325;0.07497149372862029
2019-01-13;0.07741286863270777;0.07707774798927614;0.0767426273458445;0.0767426273458445;0.0767426273458445;0.0767426273458445;0.0767426273458445;0.07741286863270777;0.07741286863270777;0.07741286863270777;0.07707774798927614;0.07607238605898123;0.07640750670241286
2019-01-14;0.05854537266381445;0.07655933348344966;0.08038730015762215;0.08421526683179463;0.08331456879081288;0.08399009232154919;0.08399009232154919;0.08241387074983111;0.08038730015762215;0.07700968250394055;0.0734068903400135;0.06935374915559558;0.06642648052240487
2019-01-15;0.0569620253164557;0.08092224231464738;0.08205244122965642;0.08047016274864377;0.08227848101265824;0.0838607594936709;0.0840867992766727;0.08182640144665461;0.07979204339963834;0.07753164556962026;0.07459312839059674;0.06984629294755877;0.06577757685352623
2019-01-16;0.056628914057295136;0.07905840550743949;0.08172329558072396;0.08238951809904509;0.08416611148123472;0.08527648234510325;0.08483233399955585;0.08283366644459249;0.08039085054408172;0.0761714412613813;0.07328447701532312;0.06817677104152786;0.06506773262269598
2019-01-17;0.05478841870824054;0.07839643652561247;0.08129175946547884;0.08396436525612472;0.08485523385300668;0.08485523385300668;0.08596881959910914;0.08285077951002227;0.08040089086859689;0.07728285077951003;0.07260579064587974;0.06904231625835189;0.06369710467706013
2019-01-18;0.05803468208092486;0.08208092485549133;0.08;0.08184971098265896;0.08208092485549133;0.0846242774566474;0.08508670520231214;0.08254335260115607;0.07953757225433526;0.0753757225433526;0.07329479768786126;0.0700578034682081;0.0654335260115607
2019-01-19;0.06581617860249347;0.07770368222673239;0.07857349956509134;0.07973325601623658;0.08002319512902291;0.07915337779066396;0.07886343867787764;0.07799362133951869;0.07741374311394607;0.07770368222673239;0.07741374311394607;0.07480429109886924;0.07480429109886924
2019-01-20;0.07687097866576365;0.07687097866576365;0.07687097866576365;0.07720961733830005;0.07687097866576365;0.07653233999322724;0.07720961733830005;0.07754825601083645;0.07720961733830005;0.07653233999322724;0.07687097866576365;0.07687097866576365;0.07653233999322724
2019-01-21;0.05469277515192439;0.08012604096331309;0.08327706504614;0.0810263335584065;0.08350213819491337;0.08350213819491337;0.08485257708755346;0.0823767724510466;0.08012604096331309;0.07697501688048616;0.0740490659464326;0.06977267611973892;0.0657213594418186
2019-01-22;0.05724508050089445;0.07960644007155634;0.08206618962432914;0.08206618962432914;0.08184257602862254;0.08318425760286224;0.08474955277280857;0.08206618962432914;0.08027728085867619;0.07669946332737029;0.07379248658318424;0.06999105545617172;0.06641323792486582
2019-01-23;0.057289344627730714;0.07690592955862684;0.08203299152920196;0.08136424431564868;0.08426214890771289;0.08515381185911725;0.08582255907267053;0.08225590726705305;0.08002674988854212;0.07690592955862684;0.07356219349086045;0.06910387873383861;0.06531431119037004
2019-01-24;0.059423905647539126;0.08074393286459516;0.08346563846677252;0.08346563846677252;0.0839192560671354;0.08505330006804265;0.08301202086640963;0.08165116806532094;0.07824903606259924;0.07462009525969608;0.07303243365842595;0.06826944885461557;0.0650941256520753
2019-01-25;0.05817932922655715;0.07939767282683094;0.08236367784622405;0.08145106091718;0.08327629477526807;0.08418891170431211;0.0839607574720511;0.08076659822039699;0.07939767282683094;0.07551905087839379;0.07415012548482774;0.07049965776865161;0.06684919005247547
2019-01-26;0.06518010291595198;0.07747284162378504;0.07833047455688966;0.0797598627787307;0.08061749571183534;0.0794739851343625;0.0794739851343625;0.07747284162378504;0.07747284162378504;0.07775871926815324;0.07718696397941681;0.07518582046883934;0.07461406518010293
